brinnummer_duo,opleidingscode_duo,instellingsnaam_duo,croho_onderdeel_duo,croho_subonderdeel_duo,opleidingsnaam_duo,ho_type,soortopleiding_duo,2015_man_i,2015_vrouw_i,2016_man_i,2016_vrouw_i,2017_man_i,2017_vrouw_i,2018_man_i,2018_vrouw_i,2019_man_i,2019_vrouw_i,2015_tot_i,2016_tot_i,2017_tot_i,2018_tot_i,2019_tot_i,2014_man_d,2014_vrouw_d,2015_man_d,2015_vrouw_d,2016_man_d,2016_vrouw_d,2017_man_d,2017_vrouw_d,2018_man_d,2018_vrouw_d,2014_tot_d,2015_tot_d,2016_tot_d,2017_tot_d,2018_tot_d,gemeentenummer_duo,cluster_sdb,sector_sdb,actieveopleiding_sdb,naamopleidingengels_sdb,eerstejaarsaantal_sdb,studentenaantal_sdb,_merge,tech_keyword,tech_label
30GB,34479,Fontys Hogescholen,techniek,n.v.t. (techniek),Informatica,hbo,bachelor,33.0,3.0,40.0,2.0,60.0,5.0,58.0,11.0,68.0,6.0,36.0,42.0,65.0,69.0,74.0,28.0,0.0,24.0,2.0,23.0,0.0,22.0,5.0,22.0,3.0,28.0,26.0,23.0,27.0,25.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Informatica,Exact en Informatica,1.0,Information Technology,79.0,215.0,both,"information, technology",developer
30GB,35168,Fontys Hogescholen,techniek,n.v.t. (techniek),Toegepaste Wiskunde,hbo,bachelor,25.0,12.0,32.0,18.0,19.0,18.0,32.0,14.0,32.0,16.0,37.0,50.0,37.0,46.0,48.0,2.0,3.0,5.0,4.0,8.0,10.0,8.0,12.0,11.0,9.0,5.0,9.0,18.0,20.0,20.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",,,1.0,Toegepaste Wiskunde,46.0,46.0,left_only,wiskunde,no_tech
30GB,80017,Fontys Hogescholen,techniek,n.v.t. (techniek),Elektrotechniek,hbo,associate degree,0.0,0.0,0.0,0.0,10.0,1.0,16.0,1.0,13.0,1.0,0.0,0.0,11.0,17.0,14.0,0.0,,0.0,,0.0,,0.0,,3.0,,0.0,0.0,0.0,0.0,3.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Elektrotechniek,Techniek,1.0,Electrical and Electronic Engineering,17.0,25.0,both,engineer,no_tech
30GB,80019,Fontys Hogescholen,techniek,n.v.t. (techniek),Werktuigbouwkunde,hbo,associate degree,0.0,0.0,0.0,0.0,28.0,1.0,35.0,2.0,33.0,1.0,0.0,0.0,29.0,37.0,34.0,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,0.0,0.0,0.0,6.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Werktuigbouwkunde,Techniek,1.0,Mechanical Engineering,35.0,58.0,both,engineer,no_tech
30GB,80020,Fontys Hogescholen,techniek,n.v.t. (techniek),Technische Bedrijfskunde,hbo,associate degree,35.0,1.0,37.0,5.0,31.0,3.0,25.0,4.0,42.0,2.0,36.0,42.0,34.0,29.0,44.0,25.0,4.0,20.0,1.0,20.0,1.0,17.0,3.0,18.0,1.0,29.0,21.0,21.0,20.0,19.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Bedrijfskunde en management,Economie en Bedrijf,1.0,Business Engineering: Management Engineering,27.0,80.0,both,"engineer, engineer",no_tech
30GB,80083,Fontys Hogescholen,techniek,n.v.t. (techniek),ICT Service Management,hbo,associate degree,35.0,2.0,29.0,2.0,19.0,0.0,24.0,1.0,17.0,2.0,37.0,31.0,19.0,25.0,19.0,12.0,0.0,17.0,2.0,23.0,3.0,24.0,2.0,14.0,0.0,12.0,19.0,26.0,26.0,14.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",,,1.0,ICT Service Management,25.0,25.0,left_only,ict,support
30GB,80091,Fontys Hogescholen,techniek,n.v.t. (techniek),Engineering,hbo,associate degree,0.0,,0.0,,0.0,,0.0,,25.0,,0.0,0.0,0.0,0.0,25.0,,,,,,,,,,,,,,,,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",,,1.0,Engineering,0.0,0.0,left_only,engineer,no_tech
30GB,80152,Fontys Hogescholen,techniek,n.v.t. (techniek),AD-ICT,hbo,associate degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Informatica,Exact en Informatica,1.0,AD-ICT,0.0,0.0,both,ict,support
30HD,30029,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),International Business,hbo,bachelor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,"['80', '275']",International Business and Management,Economie en Bedrijf,1.0,International Business,0.0,8.0,both,,no_tech
30HD,34203,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),International Development Management,hbo,bachelor,22.0,21.0,24.0,30.0,19.0,35.0,28.0,42.0,14.0,31.0,43.0,54.0,54.0,70.0,45.0,6.0,3.0,6.0,8.0,9.0,11.0,12.0,13.0,5.0,16.0,9.0,14.0,20.0,25.0,21.0,"['80', '275']",Milieustudies,Aarde en Milieu,1.0,International Development Management,87.0,256.0,both,,no_tech
30HD,34220,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Tuin- en Landschapsinrichting,hbo,bachelor,53.0,19.0,38.0,21.0,57.0,22.0,36.0,33.0,55.0,27.0,72.0,59.0,79.0,69.0,82.0,43.0,32.0,52.0,23.0,43.0,18.0,55.0,16.0,34.0,13.0,75.0,75.0,61.0,71.0,47.0,"['80', '275']",Milieustudies,Aarde en Milieu,1.0,Garden and Landscape Architecture,83.0,286.0,both,,no_tech
30HD,34221,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Bos- en Natuurbeheer,hbo,bachelor,70.0,18.0,82.0,31.0,95.0,27.0,73.0,38.0,70.0,22.0,88.0,113.0,122.0,111.0,92.0,64.0,13.0,48.0,16.0,43.0,10.0,57.0,12.0,46.0,17.0,77.0,64.0,53.0,69.0,63.0,"['80', '275']",Milieustudies,Aarde en Milieu,1.0,Forestry and Nature Management,179.0,593.0,both,,no_tech
30HD,34226,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Land- en Watermanagement,hbo,bachelor,67.0,9.0,46.0,12.0,46.0,6.0,45.0,4.0,29.0,9.0,76.0,58.0,52.0,49.0,38.0,46.0,7.0,37.0,4.0,41.0,6.0,54.0,10.0,36.0,14.0,53.0,41.0,47.0,64.0,50.0,"['80', '275']",Milieustudies,Aarde en Milieu,1.0,Land and Water Management,63.0,239.0,both,,no_tech
30HD,34284,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Milieukunde,hbo,bachelor,31.0,16.0,18.0,14.0,28.0,8.0,25.0,13.0,20.0,25.0,47.0,32.0,36.0,38.0,45.0,30.0,16.0,20.0,8.0,22.0,15.0,16.0,16.0,24.0,5.0,46.0,28.0,37.0,32.0,29.0,"['80', '275']",Milieustudies,Aarde en Milieu,1.0,Environmental Sciences,50.0,224.0,both,,no_tech
30HD,34331,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Biotechnologie,hbo,bachelor,43.0,59.0,34.0,46.0,21.0,38.0,34.0,41.0,22.0,14.0,102.0,80.0,59.0,75.0,36.0,21.0,20.0,18.0,35.0,19.0,26.0,14.0,32.0,26.0,32.0,41.0,53.0,45.0,46.0,58.0,"['80', '275']",,,1.0,Biotechnologie,75.0,75.0,left_only,,no_tech
30HD,34333,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Diermanagement,hbo,bachelor,48.0,92.0,46.0,105.0,39.0,107.0,51.0,104.0,56.0,113.0,140.0,151.0,146.0,155.0,169.0,17.0,64.0,14.0,80.0,19.0,80.0,39.0,93.0,32.0,65.0,81.0,94.0,99.0,132.0,97.0,"['80', '275']",Landbouw,Aarde en Milieu,1.0,Animal Management,183.0,669.0,both,,no_tech
30HD,34856,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Voedingsmiddelentechnologie,hbo,bachelor,25.0,45.0,40.0,50.0,25.0,44.0,37.0,31.0,27.0,25.0,70.0,90.0,69.0,68.0,52.0,15.0,21.0,26.0,22.0,13.0,26.0,19.0,33.0,14.0,42.0,36.0,48.0,39.0,52.0,56.0,"['80', '275']",Voeding,Aarde en Milieu,1.0,Food Technology,84.0,323.0,both,technology,no_tech
30HD,34859,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Management van de Leefomgeving,hbo,bachelor,24.0,8.0,18.0,5.0,29.0,7.0,22.0,14.0,13.0,13.0,32.0,23.0,36.0,36.0,26.0,2.0,7.0,7.0,6.0,8.0,8.0,8.0,1.0,16.0,4.0,9.0,13.0,16.0,9.0,20.0,"['80', '275']",Ruimtelijke ordening en planologie,Aarde en Milieu,1.0,Management of the Living Environment,54.0,174.0,both,,no_tech
30HD,34866,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Bedrijfskunde en Agribusiness,hbo,bachelor,45.0,22.0,55.0,16.0,49.0,18.0,40.0,16.0,30.0,10.0,67.0,71.0,67.0,56.0,40.0,26.0,12.0,46.0,19.0,48.0,22.0,42.0,13.0,44.0,19.0,38.0,65.0,70.0,55.0,63.0,"['80', '275']",Business Studies,Economie en Bedrijf,1.0,Agribusiness and Business Administration,68.0,268.0,both,,no_tech
30HD,34868,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Tuinbouw en Akkerbouw,hbo,bachelor,15.0,3.0,11.0,2.0,18.0,3.0,15.0,2.0,6.0,1.0,18.0,13.0,21.0,17.0,7.0,16.0,2.0,4.0,0.0,10.0,1.0,13.0,0.0,11.0,3.0,18.0,4.0,11.0,13.0,14.0,"['80', '275']",Landbouw,Aarde en Milieu,1.0,Horticulture and Arable Farming,20.0,83.0,both,,no_tech
30HD,34869,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Dier- en Veehouderij,hbo,bachelor,32.0,49.0,53.0,54.0,39.0,32.0,49.0,53.0,30.0,54.0,81.0,107.0,71.0,102.0,84.0,22.0,47.0,35.0,32.0,31.0,38.0,28.0,43.0,29.0,39.0,69.0,67.0,69.0,71.0,68.0,"['80', '275']",Landbouw,Aarde en Milieu,1.0,Animal Husbandry,111.0,438.0,both,,no_tech
30HD,39204,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Kust en Zee Management,hbo,bachelor,24.0,17.0,21.0,19.0,31.0,27.0,21.0,24.0,36.0,32.0,41.0,40.0,58.0,45.0,68.0,16.0,9.0,25.0,12.0,23.0,10.0,23.0,15.0,18.0,17.0,25.0,37.0,33.0,38.0,35.0,"['80', '275']",Ruimtelijke ordening en planologie,Aarde en Milieu,1.0,Coastal and Marine Management,70.0,252.0,both,,no_tech
30HD,39305,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Forensisch Laboratoriumonderzoek,hbo,bachelor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,33.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,"['80', '275']",Biologie en medisch labaratoriumonderzoek,Aarde en Milieu,1.0,Forensic Laboratory Research,0.0,0.0,both,,no_tech
30HD,49290,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Innovative Dairy Chain Management,hbo,master,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,"['80', '275']",Landbouw,Aarde en Milieu,1.0,Innovative Dairy Chain Management,8.0,0.0,both,,no_tech
30HD,80023,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Omgevingskunde,hbo,associate degree,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,2.0,,2.0,,0.0,,1.0,,2.0,,2.0,2.0,0.0,1.0,2.0,"['80', '275']",Milieustudies,Aarde en Milieu,1.0,Environmental Sciences,0.0,0.0,both,,no_tech
30HD,80044,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Melkveehouderij,hbo,associate degree,33.0,3.0,28.0,4.0,34.0,3.0,22.0,4.0,36.0,8.0,36.0,32.0,37.0,26.0,44.0,11.0,1.0,19.0,2.0,22.0,2.0,19.0,3.0,22.0,3.0,12.0,21.0,24.0,22.0,25.0,"['80', '275']",Landbouw,Aarde en Milieu,1.0,Dairy Farm Management,28.0,68.0,both,,no_tech
30HD,80068,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Tuin- en Landschapsinrichting,hbo,associate degree,25.0,5.0,22.0,6.0,43.0,12.0,42.0,10.0,34.0,17.0,30.0,28.0,55.0,52.0,51.0,17.0,11.0,22.0,3.0,11.0,3.0,10.0,1.0,12.0,5.0,28.0,25.0,14.0,11.0,17.0,"['80', '275']",Milieustudies,Aarde en Milieu,1.0,Garden and Landscape Architecture,52.0,101.0,both,,no_tech
30HD,80069,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Duurzame Watertechnologie,hbo,associate degree,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,"['80', '275']",,,1.0,Duurzame Watertechnologie,2.0,2.0,left_only,,no_tech
30HD,80070,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Duurzaam Bodembeheer,hbo,associate degree,4.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,0.0,0.0,2.0,0.0,"['80', '275']",,,1.0,Duurzaam Bodembeheer,2.0,2.0,left_only,,no_tech
30HD,80128,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Land- en Watermanagement,hbo,associate degree,0.0,0.0,24.0,2.0,12.0,0.0,20.0,2.0,22.0,3.0,0.0,26.0,12.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,3.0,1.0,0.0,0.0,0.0,14.0,4.0,"['80', '275']",Ruimtelijke ordening en planologie,Aarde en Milieu,1.0,Land and Water Management,22.0,30.0,both,,no_tech
30HD,80141,Hogeschool Van Hall Larenstein,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Voedingsmiddelentechnologie,hbo,associate degree,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,3.0,0.0,0.0,0.0,5.0,10.0,,,,,,,,,,,,,,,,"['80', '275']",Voeding,Aarde en Milieu,1.0,Food Technology,5.0,5.0,both,technology,no_tech
30TX,30009,Aeres Hogeschool,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Toegepaste Biologie,hbo,bachelor,49.0,52.0,45.0,35.0,51.0,61.0,47.0,49.0,67.0,48.0,101.0,80.0,112.0,96.0,115.0,7.0,6.0,11.0,5.0,12.0,10.0,22.0,19.0,28.0,26.0,13.0,16.0,22.0,41.0,54.0,"['34', '303', '289']",Biologie en medisch labaratoriumonderzoek,Aarde en Milieu,1.0,Applied Biology,134.0,480.0,both,applied,no_tech
30TX,30033,Aeres Hogeschool,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Geo Media & Design,hbo,bachelor,23.0,7.0,8.0,4.0,9.0,2.0,6.0,6.0,12.0,4.0,30.0,12.0,11.0,12.0,16.0,0.0,2.0,0.0,0.0,11.0,1.0,3.0,2.0,5.0,2.0,2.0,0.0,12.0,5.0,7.0,"['34', '303', '289']",,,1.0,Geo Media & Design,12.0,12.0,left_only,"media, design",no_tech
30TX,34866,Aeres Hogeschool,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Bedrijfskunde en Agribusiness,hbo,bachelor,118.0,90.0,92.0,103.0,97.0,115.0,105.0,119.0,90.0,97.0,208.0,195.0,212.0,224.0,187.0,93.0,69.0,77.0,55.0,73.0,61.0,84.0,77.0,59.0,69.0,162.0,132.0,134.0,161.0,128.0,"['34', '303', '289']",Business Studies,Economie en Bedrijf,1.0,Agribusiness and Business Administration,262.0,871.0,both,,no_tech
30TX,34868,Aeres Hogeschool,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Tuinbouw en Akkerbouw,hbo,bachelor,53.0,6.0,54.0,12.0,73.0,5.0,54.0,11.0,71.0,9.0,59.0,66.0,78.0,65.0,80.0,17.0,7.0,25.0,10.0,28.0,5.0,42.0,6.0,31.0,5.0,24.0,35.0,33.0,48.0,36.0,"['34', '303', '289']",Landbouw,Aarde en Milieu,1.0,Horticulture and Arable Farming,70.0,264.0,both,,no_tech
30TX,34869,Aeres Hogeschool,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Dier- en Veehouderij,hbo,bachelor,116.0,71.0,119.0,88.0,135.0,86.0,140.0,87.0,148.0,116.0,187.0,207.0,221.0,227.0,264.0,74.0,40.0,77.0,50.0,74.0,52.0,76.0,58.0,90.0,60.0,114.0,127.0,126.0,134.0,150.0,"['34', '303', '289']",Landbouw,Aarde en Milieu,1.0,Animal Husbandry,235.0,922.0,both,,no_tech
30TX,34899,Aeres Hogeschool,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Educatie en Kennismanagement Groene Sector,hbo,bachelor,23.0,72.0,25.0,68.0,29.0,70.0,18.0,42.0,19.0,73.0,95.0,93.0,99.0,60.0,92.0,35.0,84.0,30.0,74.0,36.0,96.0,31.0,72.0,40.0,77.0,119.0,104.0,132.0,103.0,117.0,"['34', '303', '289']",Landbouw,Aarde en Milieu,1.0,Education and Knowledge Management in the Land Based Sector,109.0,497.0,both,,no_tech
30TX,44135,Aeres Hogeschool,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Leren en Innoveren,hbo,master,15.0,15.0,6.0,20.0,5.0,19.0,9.0,21.0,11.0,25.0,30.0,26.0,24.0,30.0,36.0,7.0,11.0,5.0,17.0,10.0,9.0,7.0,17.0,4.0,16.0,18.0,22.0,19.0,24.0,20.0,"['34', '303', '289']",Onderwijsmanagement,Onderwijs en Opvoeding,1.0,Education for Professional Learning and Development,33.0,0.0,both,,no_tech
30TX,49137,Aeres Hogeschool,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Agribusiness Development,hbo,master,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,7.0,7.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,"['34', '303', '289']",Landbouw,Aarde en Milieu,1.0,Agribusiness Development,11.0,0.0,both,,no_tech
30TX,80006,Aeres Hogeschool,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Dier- en Veehouderij,hbo,associate degree,17.0,1.0,17.0,1.0,38.0,10.0,40.0,16.0,35.0,14.0,18.0,18.0,48.0,56.0,49.0,1.0,1.0,1.0,1.0,7.0,1.0,5.0,2.0,5.0,3.0,2.0,2.0,8.0,7.0,8.0,"['34', '303', '289']",Landbouw,Aarde en Milieu,1.0,Animal Husbandry,56.0,78.0,both,,no_tech
30TX,80012,Aeres Hogeschool,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Tuinbouw en Akkerbouw,hbo,associate degree,6.0,1.0,9.0,0.0,13.0,2.0,17.0,3.0,26.0,1.0,7.0,9.0,15.0,20.0,27.0,6.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,7.0,2.0,1.0,4.0,1.0,"['34', '303', '289']",Landbouw,Aarde en Milieu,1.0,Horticulture and Arable Farming,22.0,28.0,both,,no_tech
30TX,80015,Aeres Hogeschool,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Educatie en Kennismanagement Groene Sector Bloemsierkunst,hbo,associate degree,0.0,16.0,2.0,5.0,0.0,10.0,2.0,16.0,1.0,17.0,16.0,7.0,10.0,18.0,18.0,1.0,2.0,0.0,8.0,0.0,14.0,0.0,4.0,0.0,3.0,3.0,8.0,14.0,4.0,3.0,"['34', '303', '289']",Landbouw,Aarde en Milieu,1.0,Floristry,16.0,25.0,both,,no_tech
30TX,80028,Aeres Hogeschool,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Bedrijfskunde en Agribusiness,hbo,associate degree,23.0,3.0,31.0,1.0,44.0,7.0,53.0,13.0,35.0,17.0,26.0,32.0,51.0,66.0,52.0,1.0,0.0,3.0,0.0,15.0,1.0,24.0,1.0,29.0,6.0,1.0,3.0,16.0,25.0,35.0,"['34', '303', '289']",Business Studies,Economie en Bedrijf,1.0,Agribusiness and Business Administration,69.0,117.0,both,,no_tech
30TX,80064,Aeres Hogeschool,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),Onderwijsondersteuner Educatie en Kennismanagement Groene Sector,hbo,associate degree,4.0,0.0,5.0,3.0,2.0,1.0,7.0,5.0,1.0,5.0,4.0,8.0,3.0,12.0,6.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,3.0,4.0,"['34', '303', '289']",Landbouw,Aarde en Milieu,1.0,Study Programme Assistant in Education and Knowledge Management in the Land Based Sector,12.0,16.0,both,,no_tech
30TX,35423,Aeres Hogeschool,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Consumptieve Techniek I en II,hbo,bachelor,11.0,2.0,12.0,2.0,14.0,5.0,6.0,7.0,8.0,7.0,13.0,14.0,19.0,13.0,15.0,3.0,2.0,8.0,3.0,12.0,4.0,13.0,3.0,9.0,0.0,5.0,11.0,16.0,16.0,9.0,"['34', '303', '289']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in Catering and Hospitality,20.0,66.0,both,,no_tech
30TX,39301,Aeres Hogeschool,onderwijs,n.v.t. (onderwijs),Docent en kennismanager Dienstverlening en Producten,hbo,bachelor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,"['34', '303', '289']",,,1.0,Docent en kennismanager Dienstverlening en Producten,0.0,0.0,left_only,,no_tech
30TX,80052,Aeres Hogeschool,onderwijs,n.v.t. (onderwijs),Onderwijsondersteuner Consumptieve Techniek I en II,hbo,associate degree,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,"['34', '303', '289']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Study Programme Assistant in Catering and Hospitality,0.0,5.0,both,,no_tech
30VP,34808,Thomas More Hogeschool,onderwijs,leraar basisonderwijs,Opleiding tot leraar Basisonderwijs,hbo,bachelor,20.0,90.0,33.0,128.0,31.0,125.0,22.0,118.0,32.0,105.0,110.0,161.0,156.0,140.0,137.0,19.0,71.0,17.0,81.0,12.0,107.0,14.0,128.0,14.0,115.0,90.0,98.0,119.0,142.0,129.0,['599'],Leraar basisonderwijs (PABO),Onderwijs en Opvoeding,1.0,Education in Primary Schools (age 4 - 12),196.0,621.0,both,,no_tech
31FR,30029,NHL Stenden Hogeschool,economie,n.v.t. (economie),International Business,hbo,bachelor,116.0,78.0,90.0,99.0,91.0,99.0,84.0,74.0,88.0,82.0,194.0,189.0,190.0,158.0,170.0,44.0,50.0,37.0,38.0,38.0,66.0,61.0,52.0,32.0,48.0,94.0,75.0,104.0,113.0,80.0,"['106', '114', '119', '80', '93', '14', '363', '193']",International Business and Management,Economie en Bedrijf,1.0,International Business,152.0,649.0,both,,no_tech
31FR,34035,NHL Stenden Hogeschool,economie,n.v.t. (economie),Bedrijfskunde,hbo,bachelor,40.0,31.0,55.0,33.0,63.0,35.0,72.0,40.0,90.0,38.0,71.0,88.0,98.0,112.0,128.0,43.0,41.0,28.0,49.0,47.0,28.0,53.0,35.0,39.0,30.0,84.0,77.0,75.0,88.0,69.0,"['106', '114', '119', '80', '93', '14', '363', '193']",,,1.0,Bedrijfskunde,112.0,112.0,left_only,,no_tech
31FR,34402,NHL Stenden Hogeschool,economie,n.v.t. (economie),Commerciele Economie,hbo,bachelor,76.0,36.0,52.0,19.0,61.0,18.0,64.0,28.0,69.0,30.0,112.0,71.0,79.0,92.0,99.0,44.0,56.0,53.0,47.0,70.0,50.0,57.0,31.0,64.0,32.0,100.0,100.0,120.0,88.0,96.0,"['106', '114', '119', '80', '93', '14', '363', '193']",Commerciële economie,Economie en Bedrijf,1.0,Marketing Management,124.0,557.0,both,marketing,no_tech
31FR,34405,NHL Stenden Hogeschool,economie,n.v.t. (economie),Communicatie,hbo,bachelor,13.0,38.0,11.0,32.0,13.0,42.0,14.0,49.0,9.0,49.0,51.0,43.0,55.0,63.0,58.0,23.0,63.0,16.0,81.0,12.0,78.0,16.0,63.0,7.0,49.0,86.0,97.0,90.0,79.0,56.0,"['106', '114', '119', '80', '93', '14', '363', '193']",,,1.0,Communicatie,63.0,63.0,left_only,,growth
31FR,34406,NHL Stenden Hogeschool,economie,n.v.t. (economie),Accountancy,hbo,bachelor,22.0,15.0,30.0,11.0,17.0,8.0,23.0,14.0,30.0,15.0,37.0,41.0,25.0,37.0,45.0,23.0,8.0,13.0,8.0,13.0,18.0,17.0,11.0,16.0,7.0,31.0,21.0,31.0,28.0,23.0,"['106', '114', '119', '80', '93', '14', '363', '193']",Accountancy en fiscaal,Economie en Bedrijf,1.0,Accountancy,48.0,202.0,both,,no_tech
31FR,34411,NHL Stenden Hogeschool,economie,n.v.t. (economie),Hotel Management,hbo,bachelor,234.0,372.0,198.0,395.0,221.0,412.0,214.0,420.0,247.0,437.0,606.0,593.0,633.0,634.0,684.0,133.0,281.0,157.0,303.0,159.0,330.0,221.0,379.0,196.0,348.0,414.0,460.0,489.0,600.0,544.0,"['106', '114', '119', '80', '93', '14', '363', '193']",Hotelschool,Economie en Bedrijf,1.0,Hospitality Management,597.0,2608.0,both,,no_tech
